cp_depart_int,cp_depart_texte,cp_final_int,cp_final_texte,libelle_cp,num_departement_texte,nom_departement,region_tech
64051,64051,64000,64000,PAU CEDEX 9,64,Pyrénées-Atlantiques,Sud-Ouest
64050,64050,64000,64000,PAU CEDEX 9,64,Pyrénées-Atlantiques,Sud-Ouest
64046,64046,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64039,64039,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64038,64038,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64034,64034,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64032,64032,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64028,64028,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64022,64022,64000,64000,PAU CEDEX 9,64,Pyrénées-Atlantiques,Sud-Ouest
64021,64021,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64019,64019,64000,64000,PAU CEDEX 9,64,Pyrénées-Atlantiques,Sud-Ouest
64018,64018,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64017,64017,64000,64000,PAU CEDEX 9,64,Pyrénées-Atlantiques,Sud-Ouest
64016,64016,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64015,64015,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64013,64013,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64012,64012,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64011,64011,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64010,64010,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64007,64007,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64006,64006,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64004,64004,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64003,64003,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64002,64002,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64001,64001,64000,64000,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64000,64000,64000,64000,PAU,64,Pyrénées-Atlantiques,Sud-Ouest
64603,64603,64100,64100,ANGLET CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64602,64602,64100,64100,ANGLET CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64205,64205,64100,64100,BIARRITZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64185,64185,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64184,64184,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64183,64183,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64182,64182,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64181,64181,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64117,64117,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64116,64116,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64115,64115,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64112,64112,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64109,64109,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64108,64108,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64107,64107,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64106,64106,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64105,64105,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64104,64104,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64103,64103,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64102,64102,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64101,64101,64100,64100,BAYONNE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64100,64100,64100,64100,BAYONNE,64,Pyrénées-Atlantiques,Sud-Ouest
64110,64110,64110,64110,GELOS,64,Pyrénées-Atlantiques,Sud-Ouest
64120,64120,64120,64120,AICIRITS CAMOU SUHAST,64,Pyrénées-Atlantiques,Sud-Ouest
64811,64811,64121,64121,SERRES CASTET CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64121,64121,64121,64121,MONTARDON,64,Pyrénées-Atlantiques,Sud-Ouest
64122,64122,64122,64122,URRUGNE,64,Pyrénées-Atlantiques,Sud-Ouest
64130,64130,64130,64130,AINHARP,64,Pyrénées-Atlantiques,Sud-Ouest
64147,64147,64140,64140,BILLERE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64146,64146,64140,64140,BILLERE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64145,64145,64140,64140,BILLERE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64143,64143,64140,64140,BILLERE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64142,64142,64140,64140,BILLERE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64141,64141,64140,64140,BILLERE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64140,64140,64140,64140,BILLERE,64,Pyrénées-Atlantiques,Sud-Ouest
64150,64150,64150,64150,ABIDOS,64,Pyrénées-Atlantiques,Sud-Ouest
64160,64160,64160,64160,ABERE,64,Pyrénées-Atlantiques,Sud-Ouest
64170,64170,64170,64170,ARTIX,64,Pyrénées-Atlantiques,Sud-Ouest
64190,64190,64190,64190,ANGOUS,64,Pyrénées-Atlantiques,Sud-Ouest
64208,64208,64200,64200,BIARRITZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64204,64204,64200,64200,BIARRITZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64203,64203,64200,64200,BIARRITZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64202,64202,64200,64200,BIARRITZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64201,64201,64200,64200,BIARRITZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64200,64200,64200,64200,ARCANGUES,64,Pyrénées-Atlantiques,Sud-Ouest
64210,64210,64210,64210,AHETZE,64,Pyrénées-Atlantiques,Sud-Ouest
64220,64220,64220,64220,AHAXE ALCIETTE BASCASSAN,64,Pyrénées-Atlantiques,Sud-Ouest
64238,64238,64230,64230,LESCAR CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64237,64237,64230,64230,LESCAR CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64235,64235,64230,64230,LESCAR CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64234,64234,64230,64230,LESCAR CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64233,64233,64230,64230,LESCAR CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64231,64231,64230,64230,LESCAR CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64230,64230,64230,64230,ARBUS,64,Pyrénées-Atlantiques,Sud-Ouest
64081,64081,64230,64230,PAU CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64240,64240,64240,64240,AYHERRE,64,Pyrénées-Atlantiques,Sud-Ouest
64250,64250,64250,64250,AINHOA,64,Pyrénées-Atlantiques,Sud-Ouest
64260,64260,64260,64260,ARUDY,64,Pyrénées-Atlantiques,Sud-Ouest
64270,64270,64270,64270,ARANCOU,64,Pyrénées-Atlantiques,Sud-Ouest
64290,64290,64290,64290,AUBERTIN,64,Pyrénées-Atlantiques,Sud-Ouest
64304,64304,64300,64300,ORTHEZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64303,64303,64300,64300,ORTHEZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64302,64302,64300,64300,ORTHEZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64301,64301,64300,64300,ORTHEZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64300,64300,64300,64300,ARGAGNON,64,Pyrénées-Atlantiques,Sud-Ouest
64310,64310,64310,64310,ASCAIN,64,Pyrénées-Atlantiques,Sud-Ouest
64320,64320,64320,64320,ARESSY,64,Pyrénées-Atlantiques,Sud-Ouest
64330,64330,64330,64330,AUBOUS,64,Pyrénées-Atlantiques,Sud-Ouest
64340,64340,64340,64340,BOUCAU,64,Pyrénées-Atlantiques,Sud-Ouest
64350,64350,64350,64350,ANOYE,64,Pyrénées-Atlantiques,Sud-Ouest
64360,64360,64360,64360,ABOS,64,Pyrénées-Atlantiques,Sud-Ouest
64370,64370,64370,64370,ARNOS,64,Pyrénées-Atlantiques,Sud-Ouest
64390,64390,64390,64390,ABITAIN,64,Pyrénées-Atlantiques,Sud-Ouest
64404,64404,64400,64400,OLORON STE MARIE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64403,64403,64400,64400,OLORON STE MARIE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64402,64402,64400,64400,OLORON STE MARIE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64401,64401,64400,64400,OLORON STE MARIE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64400,64400,64400,64400,AGNOS,64,Pyrénées-Atlantiques,Sud-Ouest
64410,64410,64410,64410,ARGET,64,Pyrénées-Atlantiques,Sud-Ouest
64420,64420,64420,64420,ANDOINS,64,Pyrénées-Atlantiques,Sud-Ouest
64430,64430,64430,64430,ALDUDES,64,Pyrénées-Atlantiques,Sud-Ouest
64440,64440,64440,64440,BEOST,64,Pyrénées-Atlantiques,Sud-Ouest
64450,64450,64450,64450,ARGELOS,64,Pyrénées-Atlantiques,Sud-Ouest
64460,64460,64460,64460,AAST,64,Pyrénées-Atlantiques,Sud-Ouest
64470,64470,64470,64470,ALCAY ALCABEHETY SUNHARETTE,64,Pyrénées-Atlantiques,Sud-Ouest
64480,64480,64480,64480,HALSOU,64,Pyrénées-Atlantiques,Sud-Ouest
64490,64490,64490,64490,ACCOUS,64,Pyrénées-Atlantiques,Sud-Ouest
64504,64504,64500,64500,ST JEAN DE LUZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64503,64503,64500,64500,ST JEAN DE LUZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64502,64502,64500,64500,SAINT JEAN DE LUZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64501,64501,64500,64500,ST JEAN DE LUZ CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64500,64500,64500,64500,CIBOURE,64,Pyrénées-Atlantiques,Sud-Ouest
64511,64511,64510,64510,BORDES CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64510,64510,64510,64510,ANGAIS,64,Pyrénées-Atlantiques,Sud-Ouest
64520,64520,64520,64520,BARDOS,64,Pyrénées-Atlantiques,Sud-Ouest
64530,64530,64530,64530,BARZUN,64,Pyrénées-Atlantiques,Sud-Ouest
64560,64560,64560,64560,LARRAU,64,Pyrénées-Atlantiques,Sud-Ouest
64570,64570,64570,64570,ANCE,64,Pyrénées-Atlantiques,Sud-Ouest
64605,64605,64600,64600,ANGLET CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64604,64604,64600,64600,ANGLET CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64601,64601,64600,64600,ANGLET CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64600,64600,64600,64600,ANGLET,64,Pyrénées-Atlantiques,Sud-Ouest
64640,64640,64640,64640,ARMENDARITS,64,Pyrénées-Atlantiques,Sud-Ouest
64660,64660,64660,64660,ASASP ARROS,64,Pyrénées-Atlantiques,Sud-Ouest
64680,64680,64680,64680,BUZIET,64,Pyrénées-Atlantiques,Sud-Ouest
64705,64705,64700,64700,HENDAYE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64704,64704,64700,64700,HENDAYE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64703,64703,64700,64700,HENDAYE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64702,64702,64700,64700,HENDAYE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64701,64701,64700,64700,HENDAYE CEDEX,64,Pyrénées-Atlantiques,Sud-Ouest
64700,64700,64700,64700,BIRIATOU,64,Pyrénées-Atlantiques,Sud-Ouest
64780,64780,64780,64780,BIDARRAY,64,Pyrénées-Atlantiques,Sud-Ouest
64800,64800,64800,64800,ARROS DE NAY,64,Pyrénées-Atlantiques,Sud-Ouest
64870,64870,64870,64870,ESCOU,64,Pyrénées-Atlantiques,Sud-Ouest
64990,64990,64990,64990,LAHONCE,64,Pyrénées-Atlantiques,Sud-Ouest
65951,65951,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65950,65950,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65901,65901,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65023,65023,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65017,65017,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65016,65016,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65015,65015,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65014,65014,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65013,65013,65000,65000,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65010,65010,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65009,65009,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65008,65008,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65007,65007,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65006,65006,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65005,65005,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65004,65004,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65003,65003,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65001,65001,65000,65000,TARBES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65000,65000,65000,65000,TARBES,65,Hautes-Pyrénées,Sud-Ouest
65107,65107,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65106,65106,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65105,65105,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65104,65104,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65103,65103,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65102,65102,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65101,65101,65100,65100,LOURDES CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65100,65100,65100,65100,ADE,65,Hautes-Pyrénées,Sud-Ouest
65112,65112,65110,65110,CAUTERETS CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65111,65111,65110,65110,CAUTERETS CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65110,65110,65110,65110,CAUTERETS,65,Hautes-Pyrénées,Sud-Ouest
65120,65120,65120,65120,BETPOUEY,65,Hautes-Pyrénées,Sud-Ouest
65130,65130,65130,65130,ARRODETS,65,Hautes-Pyrénées,Sud-Ouest
65140,65140,65140,65140,ANSOST,65,Hautes-Pyrénées,Sud-Ouest
65150,65150,65150,65150,ANERES,65,Hautes-Pyrénées,Sud-Ouest
65171,65171,65170,65170,ST LARY SOULAN CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65170,65170,65170,65170,ARAGNOUET,65,Hautes-Pyrénées,Sud-Ouest
65190,65190,65190,65190,BEGOLE,65,Hautes-Pyrénées,Sud-Ouest
65201,65201,65200,65200,BAGNERES DE BIGORRE CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65200,65200,65200,65200,ANTIST,65,Hautes-Pyrénées,Sud-Ouest
65220,65220,65220,65220,ANTIN,65,Hautes-Pyrénées,Sud-Ouest
65230,65230,65230,65230,ARIES ESPENAN,65,Hautes-Pyrénées,Sud-Ouest
65240,65240,65240,65240,ADERVIELLE POUCHERGUES,65,Hautes-Pyrénées,Sud-Ouest
65250,65250,65250,65250,LA BARTHE DE NESTE,65,Hautes-Pyrénées,Sud-Ouest
65260,65260,65260,65260,ADAST,65,Hautes-Pyrénées,Sud-Ouest
65270,65270,65270,65270,PEYROUSE,65,Hautes-Pyrénées,Sud-Ouest
65921,65921,65290,65290,TARBES CEDEX 9,65,Hautes-Pyrénées,Sud-Ouest
65290,65290,65290,65290,JUILLAN,65,Hautes-Pyrénées,Sud-Ouest
65303,65303,65300,65300,LANNEMEZAN CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65301,65301,65300,65300,LANNEMEZAN CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65300,65300,65300,65300,CAMPISTROUS,65,Hautes-Pyrénées,Sud-Ouest
65311,65311,65310,65310,LALOUBERE CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65310,65310,65310,65310,HORGUES,65,Hautes-Pyrénées,Sud-Ouest
65320,65320,65320,65320,BORDERES SUR L ECHEZ,65,Hautes-Pyrénées,Sud-Ouest
65330,65330,65330,65330,BONREPOS,65,Hautes-Pyrénées,Sud-Ouest
65350,65350,65350,65350,AUBAREDE,65,Hautes-Pyrénées,Sud-Ouest
65360,65360,65360,65360,ALLIER,65,Hautes-Pyrénées,Sud-Ouest
65370,65370,65370,65370,ANLA,65,Hautes-Pyrénées,Sud-Ouest
65380,65380,65380,65380,AVERAN,65,Hautes-Pyrénées,Sud-Ouest
65390,65390,65390,65390,ANDREST,65,Hautes-Pyrénées,Sud-Ouest
65402,65402,65400,65400,ARGELES GAZOST CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65401,65401,65400,65400,ARGELES GAZOST CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65400,65400,65400,65400,AGOS VIDALOS,65,Hautes-Pyrénées,Sud-Ouest
65410,65410,65410,65410,BEYREDE JUMET,65,Hautes-Pyrénées,Sud-Ouest
65420,65420,65420,65420,IBOS,65,Hautes-Pyrénées,Sud-Ouest
65430,65430,65430,65430,SOUES,65,Hautes-Pyrénées,Sud-Ouest
65440,65440,65440,65440,ANCIZAN,65,Hautes-Pyrénées,Sud-Ouest
65460,65460,65460,65460,BAZET,65,Hautes-Pyrénées,Sud-Ouest
65490,65490,65490,65490,OURSBELILLE,65,Hautes-Pyrénées,Sud-Ouest
65501,65501,65500,65500,VIC EN BIGORRE CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65500,65500,65500,65500,ARTAGNAN,65,Hautes-Pyrénées,Sud-Ouest
65510,65510,65510,65510,LOUDENVIELLE,65,Hautes-Pyrénées,Sud-Ouest
65560,65560,65560,65560,ARBEOST,65,Hautes-Pyrénées,Sud-Ouest
65590,65590,65590,65590,BORDERES LOURON,65,Hautes-Pyrénées,Sud-Ouest
65600,65600,65600,65600,SARROUILLES,65,Hautes-Pyrénées,Sud-Ouest
65660,65660,65660,65660,AVENTIGNAN,65,Hautes-Pyrénées,Sud-Ouest
65670,65670,65670,65670,ARNE,65,Hautes-Pyrénées,Sud-Ouest
65690,65690,65690,65690,ANGOS,65,Hautes-Pyrénées,Sud-Ouest
65701,65701,65700,65700,MAUBOURGUET CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65700,65700,65700,65700,AURIEBAT,65,Hautes-Pyrénées,Sud-Ouest
65710,65710,65710,65710,BAGNERES DE BIGORRE,65,Hautes-Pyrénées,Sud-Ouest
65204,65204,65710,65710,BAGNERES DE BIGORRE CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65203,65203,65710,65710,BAGNERES DE BIGORRE CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65202,65202,65710,65710,BAGNERES DE BIGORRE CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65801,65801,65800,65800,AUREILHAN CEDEX,65,Hautes-Pyrénées,Sud-Ouest
65800,65800,65800,65800,AUREILHAN,65,Hautes-Pyrénées,Sud-Ouest
66000,66000,66000,66000,PERPIGNAN,66,Pyrénées-Orientales,Sud-Ouest
66968,66968,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66966,66966,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66963,66963,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66962,66962,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66961,66961,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66950,66950,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66945,66945,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66931,66931,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66921,66921,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66906,66906,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66866,66866,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66863,66863,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66860,66860,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66836,66836,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66334,66334,66100,66100,CABESTANY CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66103,66103,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66102,66102,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66101,66101,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66100,66100,66100,66100,PERPIGNAN,66,Pyrénées-Orientales,Sud-Ouest
66070,66070,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66050,66050,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66046,66046,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66044,66044,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66043,66043,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66041,66041,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66038,66038,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66035,66035,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66034,66034,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66033,66033,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66032,66032,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66031,66031,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66030,66030,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66029,66029,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66028,66028,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66027,66027,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66026,66026,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66025,66025,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66021,66021,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66020,66020,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66017,66017,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66015,66015,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66013,66013,66100,66100,PERPIGNAN CEDEX 9,66,Pyrénées-Orientales,Sud-Ouest
66012,66012,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66011,66011,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66009,66009,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66007,66007,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66006,66006,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66005,66005,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66004,66004,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66003,66003,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66002,66002,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66001,66001,66100,66100,PERPIGNAN CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66111,66111,66110,66110,AMELIE LES BAINS CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66110,66110,66110,66110,AMELIE LES BAINS PALALDA,66,Pyrénées-Orientales,Sud-Ouest
66125,66125,66120,66120,FONT ROMEU CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66123,66123,66120,66120,FONT ROMEU CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66121,66121,66120,66120,FONT ROMEU CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66120,66120,66120,66120,EGAT,66,Pyrénées-Orientales,Sud-Ouest
66130,66130,66130,66130,BOULE D AMONT,66,Pyrénées-Orientales,Sud-Ouest
66145,66145,66140,66140,CANET EN ROUSSILLON CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66141,66141,66140,66140,CANET EN ROUSSILLON CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66140,66140,66140,66140,CANET EN ROUSSILLON,66,Pyrénées-Orientales,Sud-Ouest
66150,66150,66150,66150,ARLES SUR TECH,66,Pyrénées-Orientales,Sud-Ouest
66165,66165,66160,66160,LE BOULOU CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66162,66162,66160,66160,LE BOULOU CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66161,66161,66160,66160,LE BOULOU CEDEX,66,Pyrénées-Orientales,Sud-Ouest
66160,66160,66160,66160,LE BOULOU,66,Pyrénées-Orientales,Sud-Ouest
66170,66170,66170,66170,MILLAS,66,Pyrénées-Orientales,Sud-Ouest
66180,66180,66180,66180,VILLENEUVE DE LA RAHO,66,Pyrénées-Orientales,Sud-Ouest
66190,66190,66190,66190,COLLIOURE,66,Pyrénées-Orientales,Sud-Ouest
