TYPE_INTER,MACHINE,KEY,MARQUE,METROPOLE,Type_tarif,Montant,PROD,valid_from,valid_to
PREPA ATELIER,M200,PREPA ATELIER_M200,NESHU,0,Tarif normal,87,2,2000-01-01,
PREPA ATELIER,M200,PREPA ATELIER_M200,NESHU,1,Remise niv1,87,2,2000-01-01,
PREPA ATELIER,M200,PREPA ATELIER_M200,NESHU,1,Remise niv2,87,2,2000-01-01,
PREPA ATELIER,M200,PREPA ATELIER_M200,NESHU,1,Tarif normal,87,2,2000-01-01,
PREPA ATELIER,DISP SBS,PREPA ATELIER_DISP SBS,NESHU,0,Remise niv1,87,2,2000-01-01,
PREPA ATELIER,DISP SBS,PREPA ATELIER_DISP SBS,NESHU,0,Remise niv2,87,2,2000-01-01,
PREPA ATELIER,DISP SBS,PREPA ATELIER_DISP SBS,NESHU,0,Tarif normal,87,2,2000-01-01,
PREPA ATELIER,DISP SBS,PREPA ATELIER_DISP SBS,NESHU,1,Remise niv1,87,2,2000-01-01,
PREPA ATELIER,DISP SBS,PREPA ATELIER_DISP SBS,NESHU,1,Remise niv2,87,2,2000-01-01,
PREPA ATELIER,DISP SBS,PREPA ATELIER_DISP SBS,NESHU,1,Tarif normal,87,2,2000-01-01,
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,0,Remise niv1,87,2,2000-01-01,
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,0,Remise niv2,87,2,2000-01-01,
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,0,Tarif normal,87,2,2000-01-01,
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,1,Remise niv1,87,2,2000-01-01,
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,1,Remise niv2,87,2,2000-01-01,
PREPA ATELIER,FONTAINE A EAU,PREPA ATELIER_FONTAINE A EAU,NESHU,1,Tarif normal,87,2,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,0,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,0,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,0,Tarif normal,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,1,Remise niv1,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,1,Remise niv2,82,1,2000-01-01,
DESINSTALLATION,MILANO,DESINSTALLATION_MILANO,EXPRESSO,1,Tarif normal,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,EXPRESSO,0,Remise niv1,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,EXPRESSO,0,Remise niv2,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,EXPRESSO,0,Tarif normal,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,EXPRESSO,1,Remise niv1,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,EXPRESSO,1,Remise niv2,82,1,2000-01-01,
INSTALLATION,MILANO,INSTALLATION_MILANO,EXPRESSO,1,Tarif normal,82,1,2000-01-01,
